shop_name,shop_category,shop_subject,shop_facility,shop_region,shop_mon,shop_tue,shop_wed,shop_thu,shop_fri,shop_sat,shop_sun,shop_note,shop_page1,shop_page2,shop_page3,shop_tel,shop_tag,shop_address,shop_lat,shop_lon,shop_img
우미상점,종합생활용품,#주방 #욕실 #리필 #수거 #악세사리,#주차 #무선인터넷 #반려동물동반,경기,휴무,14:00 ~ 18:30,14:00 ~ 18:30,14:00 ~ 18:30,14:00 ~ 18:30,14:00 ~ 18:30,휴무,,https://www.instagram.com/u_mi_store/,,,0507-1353-5954,#제로웨이스트 #기후변화 #친환경 #우미상점,경기 화성시 향남읍 행정죽전로1길 22-3 102호 <우미상점>,37.1253541,126.9218542,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210604_216%2F16227913517804T4EB_JPEG%2FZTyBv-kPWp172fs7xK2U2FAo.jpg
유민얼랏,종합생활용품,#주방 #욕실 #리필,#반려동물동반,서울,휴무,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,휴무,,http://smartstore.naver.com/youmeanalot,,,0507-1331-7285,#제로웨이스트샵 #친환경생활용품 #플라스틱프리 #제로웨이스트,서울 마포구 성미산로17길 68 3호,37.5643912,126.9174884,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200904_185%2F1599217678632BoeEf_JPEG%2FNYyGg_UhDjkk4UqWtFelh506.jpeg.jpg
유아마이러브,공방,#주방 #욕실 #공방,#주차,대구,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,휴무,,http://www.instagram.com/yml_official,,,010-4781-3826,#반려동물용품 #비누공방 #원데이클래스 #입욕제공방 #제로웨이스트샵 #캔들공방 #향수공방,대구 남구 중앙대로30길 56-6,35.8464203,128.5943011,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9044A4F4B08E488E8132DF944831E440
은영상점,종합생활용품,#주방 #욕실 #문구 #의류 #리필 #수거 #악세사리 #공방 #도서,#주차 #무선인터넷,대전,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,휴무,,http://blog.naver.com/eunyoungstore,instagram.com/eunyoung_store,,0507-1318-9475,#제로웨이스트 #무포장가게 #리필샵 #환경보호,대전 유성구 대학로 195-1 2층 은영상점,36.3610999,127.3549694,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb015a30f7d53ed9ff129ae9460e2908e9accda6e%3Foriginal
음밥,식료품,#식료품,#포장 #배달 #예약,서울,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,11:00 ~ 18:00,휴무,라스트오더 20:00,https://blog.naver.com/mmmbop2048,http://pf.kakao.com/_hrGxfxd,https://mmmbobcoop.modoo.at/,0507-1494-2053,,서울 강북구 솔매로50길 78 1층,37.6230505,127.0280941,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220805_267%2F1659688866487b5V5W_PNG%2F%25C0%25BD%25B9%25E4%25B7%25CE%25B0%25ED.png
이스스튜디오,공방,#공방,#예약,서울,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,,https://www.instagram.com/ease_studio/,,,,#비누공방 #원데이클래스 #제로웨이스트샵 #제로페이,서울 양천구 중앙로48길 42 101호,37.5239643,126.8561002,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F07DB4475171141B1B7CD36BD9A4EE7FB
일상공감 길음,종합생활용품,#주방 #욕실,#단체석 #주차 #예약 #무선인터넷 #반려동물동반 #남/녀화장실구분,서울,16:00 ~ 21:00,10:00 ~ 20:00,16:00 ~ 21:00,10:00 ~ 20:00,16:00 ~ 21:00,휴무,13:00 ~ 21:00,,https://www.instagram.com/ilsang_gongam0,,,0507-1346-1190,#제로웨이스트샵 #공간대관 #소모임 #친환경용품판매 #무포장가게,서울 성북구 삼양로 27 1층,37.6055489,127.0239468,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220120_68%2F16426657745271IlRF_JPEG%2F2021_%25C0%25CF%25BB%25F3%25B0%25F8%25B0%25A8_%25BF%25DC%25BA%25CE%25BB%25E7%25C1%25F82.jpg
자연공간 숨,종합생활용품,#주방 #욕실 #수거 #식료품,#주차 #무선인터넷 #반려동물동반 #유아시설(놀이방) #남/녀화장실구분 #장애인편의시설,인천,휴무,11:00 ~ 18:00,11:00 ~ 19:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,휴무,,https://www.instagram.com/space_sum,,,0507-1361-3491,#제로웨이스트샵 #제로웨이스트 #리필스테이션 #자원순환센터 #환경동아리,인천 서구 원당대로 671 성광빌딩 3층 301호,37.5938829,126.6758859,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_23%2F1631267710678dA1JD_JPEG%2FrMmRXG7weGLcIzRPLOREkO3b.jpg
자연상점,종합생활용품,#주방 #욕실 #리필  #수거,#주차 #방문접수/출장 #반려동물동반 #남/녀화장실구분 #장애인편의시설,서울,휴무,12:30 ~ 17:00,12:30 ~ 17:00,12:30 ~ 17:00,12:30 ~ 17:00,휴무,휴무,공휴일 휴무,https://blog.naver.com/only_eco,https://www.instagram.com/onlyeco.co.kr,https://www.onlyeco.co.kr/,02-2039-9631,#친환경 #제로웨이스트샵 #제로웨이스트 #친환경제품 #리필스테이션,서울 은평구 통일로 684 미래청 1층,37.6084167,126.9337532,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220404_213%2F1649043657476CtcHp_JPEG%2FKakaoTalk_20210913_131139649_04.jpg
자원순환 환장,카페,#욕실 #수거 #카페,#단체석 #남/녀화장실구분,서울,휴무,휴무,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,,http://www.innopace.co.kr/4D/hwanjang/index.html,https://www.instagram.com/hwanjang_shop/,,0507-1335-7015,,서울 강북구 인수봉로23길 37 빨래골생활문화공작소 3층,37.6275924,127.0108288,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220119_33%2F1642578425090Fd8BS_JPEG%2FKakaoTalk_20220119_164631306.jpg
자주적관람,종합생활용품,#주방 #욕실 #문구 #화장품 #식료품 #수거 #의류 #리필 #위생 #악세사리,#예약 #반려동물동반,전북,휴무,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,,http://instagram.com/jaju_gallery,,,0507-1368-8508,#전시관 #제로웨이스트 #비누 #소품샵 #공예체험,전북 군산시 구영5길 21-4 자주적관람,35.985671,126.7077283,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjExMDZfMjQ0%2FMDAxNjY3NzQ2MDExNDY2.a4G-3eZJiCgwsBq6GJC4EeSpswXT7ASA2jSQkAcK54Ug.ak4pHvDtuHU9D88IJlf7cgOlHZa20ql-0ZtRKmdyk4wg.JPEG.kny1581%2FIMG_7831.jpg%3Ftype%3Dw773
전환마을부엌 밥풀꽃,식료품,#주방 #욕실 #문구 #식료품,#단체석 #포장 #예약 #무선인터넷 #반려동물동반 #장애인편의시설,서울,11:30 ~ 14:30,11:30 ~ 14:30,11:30 ~ 14:30,11:30 ~ 14:30,11:30 ~ 14:30,휴무,휴무,,https://bit.ly/babpulkkot,https://www.instagram.com/babpulkkot,http://www.facebook.com/babfullggot,02-387-1129,#비건가정식 #전환마을 #제로웨이스트 #차별없는가게 #채식식당 #제로페이,서울 은평구 연서로15길 8 1층,37.6106479,126.9160741,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220118_84%2F16424725962209pcHH_PNG%2F7B874282-BEB5-4F9C-904E-4D4E949CF3A3.png
제로마을연구소,종합생활용품,#주방 #욕실 #도서,#주차,경기,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,,,,,0507-1413-0264,#제로웨이스트 #친환경 #책방 #제로마을연구소 #친환경교육,경기 성남시 수정구 수정로135번길 21 1층(태평동),37.443683,127.1342442,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220822_284%2F1661165099946S8CX2_JPEG%2F%25B0%25F8%25B0%25A3%25BB%25E7%25C1%25F8.jpg
제로에이블,종합생활용품,#주방 #욕실 #식료품 #리필 #수거 #악세사리,#주차 #포장 #무선인터넷 #남/녀화장실구분,경기,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,,http://zeroable.co.kr/,https://www.instagram.com/zeroable_official,https://blog.naver.com/zeroableofficial,031-425-2252,#제로웨이스트샵 #리필스테이션 #제로웨이스트 #천연수세미 #샴푸바,경기 안양시 동안구 동편로27번길 7 센타빌딩 105호~106호,37.40673,126.9720744,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220415_207%2F1650009521555xhGUF_JPEG%2F93F3F69A-D3DB-4997-9648-FD1F15E0CA7C.jpeg
제로웨이스트 북두칠성 푸른별,종합생활용품,#주방 #욕실 #리필,#주차 #예약 #무선인터넷 #반려동물동반 #남/녀화장실구분,경북,휴무,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,휴무,,https://www.instagram.com/7blue._.star,,,0507-1495-7952,#제로웨이스트 #친환경용품 #세제리필스테이션 #천연수세미 #밀랍캔들,경북 경산시 삼성현로15길 60,35.8260999,128.7226579,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210929_200%2F1632912643299kFUho_JPEG%2FdgFN-u_nOy-HHSzkzQoxlFTp.jpg
제로웨이스트 비건 스토어 쑥,종합생활용품,#주방 #욕실 #문구 #식료품 #악세사리,#주차 #포장 #배달 #방문접수/출장 #무선인터넷 #반려동물동반,부산,12:00 ~ 19:00,휴무,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,,https://www.saltcombine.com/,https://smartstore.naver.com/saltplant,https://blog.naver.com/saltcombine,0507-1416-7113,#비건식료품 #비건슈퍼 #부산비건 #부산제로웨이스트 #비건편의점,부산 수영구 과정로 6-7 1층,35.1723875,129.1095251,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221008_200%2F1665156204301WR7uq_JPEG%2FIMG_9350.jpg
제로웨이스트샵 아양로99,종합생활용품,#주방 #욕실 #위생,#주차 #예약 #무선인터넷 #남/녀화장실구분 #장애인편의시설,대구,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 12:00,휴무,영업시간외 방문 및 제품구입을 원하시면 카카오채널로 미리 연락주세요(시간협의),https://www.instagram.com/ayangro99,,,010-8595-1186,#제로웨이스트 #친환경 #비건식품 #대구동구제로웨이스트,대구 동구 아양로 99 A동 1층,35.8840357,128.6238479,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221029_275%2F1667008899807CGhCo_JPEG%2FKakaoTalk_20220829_153052782_10.jpg
제로웨이스트샵 플래닛어스,종합생활용품,#주방 #욕실 #카페 #리필 #수거 #식료품 #악세사리 #의류,#주차 #포장 #방문접수/출장 #반려동물동반,인천,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,,https://www.instagram.com/planetus_world,,,0507-1347-0393,#리필스테이션 #비거니즘and업사이클링 #공정무역커피 #플라스틱프리 #자원순환,인천 연수구 인천타워대로 257 아트포레 C동 120호 플래닛어스,37.3905578,126.6367169,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220810_214%2F1660112809234eK5fu_JPEG%2F1653886362640-3.jpg
제로웨이스트샵비움,종합생활용품,#주방 #욕실 #의류,#주차 #무선인터넷 #남/녀화장실구분,경남,09:40 ~ 18:40,09:40 ~ 18:40,09:40 ~ 18:40,09:40 ~ 18:40,09:40 ~ 18:40,09:40 ~ 18:40,09:40 ~ 18:40,,,,,055-715-2929,#제로웨이스트 #제로웨이스트매장 #창원제로웨이스트 #마산제로웨이스트 #친환경제품,경남 창원시 마산회원구 내서읍 상곡로 45 주공상가 2층 제로웨이스트샵 비움,35.2434715,128.5003201,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220915_218%2F16632045829306vigA_JPEG%2FKakaoTalk_20220111_171339995_21.jpg
제로웨이스트샵안녕상점,종합생활용품,#주방 #욕실 #도서 #식료품 #위생,#주차,서울,휴무,휴무,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 15:00,휴무,,https://smartstore.naver.com/mo_better_earth/,https://www.instagram.com/better_earth_zerowaste/,,0507-1387-9390,#제로웨이스트샵 #친환경 #리필스테이션 #자원순환 #비건간식,서울 관악구 과천대로 909 홈플러스 남현점 지하1층,37.4714648,126.982391,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220223_145%2F1645595981342kHEkB_JPEG%2FKakaoTalk_20220223_145456105_01.jpg
제로웨이스트카페일도씨,카페,#카페 #화장품,#무선인터넷 #남/녀화장실구분,경기,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,휴무,,,,,0507-1346-4788,,경기 평택시 고덕국제3길 123 1층,37.043909,127.013414,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_51%2F1666148134891B0sn2_JPEG%2Fimage.jpg
제로잡화점,종합생활용품,#욕실 #리필,#주차,경기,휴무,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,휴무,,,,,031-408-8989,#제로웨이스트,경기 군포시 송부로96번길 13 금강펜테리움센트럴파크3차 상가동 107호,37.3208186,126.9285063,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211117_139%2F1637130095097AuVsr_JPEG%2FScreenshot_20211112-233558_Instagram.jpg
제비마트,종합생활용품,#주방 #욕실 #리필 #식료품,#반려동물동반,전북,12:00 ~ 18:00,휴무,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,,,,,010-6203-2892,#비건식료품 #제로웨이스트 #고체샴프바 #천연수세미,전북 전주시 완산구 서학3길 84 1층,35.8092359,127.1518787,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_27%2F1665650007840zpQ1h_JPEG%2F20221010_123722.jpg
제이솝아뜰리에,공방,#욕실 #화장품 #공방,#주차 #예약 #무선인터넷,충북,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,휴무,"평일 16:00 이후 예약오픈 ,주말 예약오픈",https://blog.naver.com/jsoap_atelier,https://www.instagram.com/jsoap_atelier,https://open.kakao.com/o/sLLPESLd,0507-1378-2767,#비누자격증 #제로웨이스트 #오창공방 #오창비누 #오창원데이,충북 청주시 청원구 오창읍 과학산업2로 379 206호,36.7160032,127.4229129,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_194%2F1638246271032ubUnM_JPEG%2F%25C1%25A6%25C0%25CC%25BC%25D9%25BE%25C6%25B6%25E3%25B8%25AE%25BF%25A1_%25B7%25CE%25B0%25ED_%25BD%25C3%25BE%25C8-031.jpg
쥬튜브,공방,#욕실 #공방,#단체석 #포장 #배달 #방문접수/출장 #예약 #무선인터넷 #남/녀화장실구분,전북,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,예약제,https://blog.naver.com/kiki01218,https://instagram.com/j_t_v_ux?igshid=4ob0jbcgtjkf,,010-2766-6428,#전주제로웨이스트 #전주제로웨이스트천연공방 #전주답례품 #전주입욕제 #전주올인원바,전북 전주시 덕진구 들사평4길 16-5 1층,35.8410392,127.1233356,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_152%2F1613951671700WxTAV_JPEG%2FAgXEHZwBL-QHrlwxJCH-cnXE.jpeg.jpg
지구공감,종합생활용품,#주방 #욕실 #문구 #화장품,#포장 #무선인터넷,서울,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,휴무,휴무,,https://www.instagram.com/jigu_gonggam,,,0507-1333-0862,#제로웨이스트 #리필스테이션 #친환경제품,서울 동작구 상도로61길 54 2층,37.4945959,126.9577544,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220629_169%2F16564854704073HN4P_JPEG%2F003.jpg
지구랑 가게,종합생활용품,#주방 #욕실 #수거 #리필,#주차 #반려동물동반,서울,휴무,13:00 ~ 19:30,13:00 ~ 19:30,13:00 ~ 19:30,13:00 ~ 19:30,14:00 ~ 19:00,휴무,,https://www.instagram.com/jigurang_shop,,,0507-1473-7993,#제로웨이스트샵 #제로웨이스트 #리필스테이션 #세제소분샵 #친환경,서울 노원구 광운로 53 1층 3호 지구랑 가게,37.6223528,127.0592938,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210601_68%2F1622555981581HvLgF_PNG%2FUZkXx8p6wiReOg4NxP-6JPrU.png
지구랑마을이,종합생활용품,#주방 #욕실 #리필 #문구 #카페,#주차,경기,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 16:00,휴무,,https://www.instagram.com/evcoop2021,,,0507-1435-2060,#제로웨이스트 #플라스틱프리 #리필스테이션 #제로웨이스트샵,경기 광주시 태전중앙1길 5 태전퍼스트센트힐 2동 302호,37.3884744,127.2366529,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210721_166%2F1626877005815Rwsxq_JPEG%2FkZqHLf318MsxvOZNBmHzyCpt.jpg
지구를 지키는 반품마트,종합생활용품,#가전,#남/녀화장실구분,세종,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,,https://banpummsj.modoo.at/,,,0507-1382-1943,#TV #가전 #생활가전 #완구유아용품 #제로웨이스트,세종 나성로 96 어반아트리움 더센트럴 2층 227호,36.2831986,126.9082694,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201109_46%2F1604909372316Wh89y_JPEG%2FNTywYqj-_dTJmCRxaD6nTOBN.jpg
지구별수호대 제로웨이스트상점,공방,#주방 #욕실 #공방,#단체석 #주차 #예약 #무선인터넷 #반려동물동반,인천,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,휴무,휴무,,https://smartstore.naver.com/dasangift,https://zeroshop.modoo.at/,,0507-1354-5811,,"인천 서구 이음3로 220 인천검단LH아파트 20단지, 사회적기업 1호(아라동)",37.5454212,126.6759723,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_183%2F16660763619693WLGb_JPEG%2FKakaoTalk_20221004_111620341_01.jpg
지구상점,종합생활용품,#주방 #욕실 #위생 #리필 #악세사리,#무선인터넷,전남,휴무,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,휴무,,https://www.instagram.com/zw_earth,,,061-335-3123,#나주친환경 #나주제로웨이스트샵 #플로깅 #세제리필스테이션,전남 나주시 그린로 229 103호 그린타워,35.0160601,126.7107572,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_90%2F1657874692644fKFqb_JPEG%2FKakaoTalk_20220715_174410806.jpg
지구샵 상도점,종합생활용품,#주방 #욕실 #문구 #화장품 #식료품 #의류 #위생 #도서 #악세사리,#주차 #무선인터넷 #반려동물동반,서울,19:00 ~ 01:00,19:00 ~ 01:00,19:00 ~ 01:00,19:00 ~ 01:00,19:00 ~ 01:00,18:00 ~ 01:00,휴무,,http://www.jigushop.co.kr/,http://www.instagram.com/zerowaste_jigu,http://smartstore.naver.com/peaceontable,02-812-2050,#제로웨이스트 #고체치약 #친환경 #제로웨이스트샵 #커뮤니티바,서울 동작구 성대로1길 16 1층,37.5007395,126.9338591,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211206_291%2F16387768029176VqIr_JPEG%2FDSC01474.jpg
지구샵 연남점,종합생활용품,#주방 #욕실 #화장품 #식료품 #의류 #리필 #위생,#무선인터넷 #반려동물동반 #장애인편의시설,서울,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,매달 첫번째 화요일 휴무,https://www.jigushop.co.kr/,www.instagram.com/zerowaste_jigu/,,02-812-2050,#연남동 #제로웨이스트 #지구샵 #친환경 #편집샵 #비건베이커리 #세제리필샵 #카카오페이,서울 마포구 성미산로 155 1층,37.5645561,126.9235021,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211028_223%2F1635385651669RAkxq_JPEG%2FGyMonOWnpuse3W9DjA7KV5ZP.jpg
지구샵 제로웨이스트홈,카페,#주방 #욕실 #리필 #수거 #악세사리 #위생,#반려동물동반 #장애인편의시설,서울,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,매달 1번째 화요일 정기 휴무,http://www.jigushop.co.kr/,https://www.instagram.com/zerowaste_jigu/,https://smartstore.naver.com/peaceontable,070-7721-5748,,서울 마포구 성미산로 155 1층,37.5645561,126.9235021,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211028_223%2F1635385651669RAkxq_JPEG%2FGyMonOWnpuse3W9DjA7KV5ZP.jpg
지구인상점,식료품,#주방 #욕실 #리필 #수거 #도서,#주차 #무선인터넷 #반려동물동반,경기,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,11:00 ~ 18:00,휴무,,https://www.instagram.com/geegoo._.in_store,,,031-567-0546,#제로웨이스트샵 #다산신도시친환경가게 #다산제로웨이스트샵 #리필스테이션 #친환경생활용품점,경기 남양주시 다산순환로 173 108호 지구인상점,37.6254879,127.1466959,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211210_159%2F16391111467420LeXj_JPEG%2FKakaoTalk_20211210_133242813_08.jpg
지니솝,종합생활용품,#욕실,#주차 #무선인터넷,강원,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 16:00,휴무,,http://jinnysoap.co.kr/,http://www.instagram.com/jinnysoap,,033-522-2006,#북평오일장 #수제비누 #비누가게 #제로웨이스트샵 #핸드메이드가게,강원 동해시 대동로 118-1 지니솝,37.4825453,129.1271413,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190923_215%2F1569225925284dXsX2_JPEG%2FpE9Tq-LUy7aevt7OY-3wxNhr.jpg
지니얼스,종합생활용품,#주방 #욕실 #리필 #식료품 #공방,#주차 #무선인터넷 #반려동물동반 #남/녀화장실구분,경기,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,13:00 ~ 19:00,11:00 ~ 17:00,휴무,,https://www.instagram.com/geniearth___,,,0507-1364-7181,#제로웨이스트 #리필스테이션 #친환경 #제로웨이스트샵 #수원제로웨이스트샵,경기 수원시 팔달구 중부대로223번길 66 2층 204호,37.2787889,127.0413202,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220227_244%2F1645889922257txTVo_PNG%2F9E74C566-B356-4E1E-8016-10814253DBD1.png
지미프로젝트,종합생활용품,#주방 #욕실 #리필,#주차,서울,휴무,10:00 ~ 19:00,10:00 ~ 18:00,10:00 ~ 19:00,10:00 ~ 16:00,휴무,휴무,13:00 ~ 14:30 휴게시간,https://blog.naver.com/urijjun,https://www.instagram.com/jimmy_project_official,http://m.smartstore.naver.com/aboutyuri,0507-1491-7655,#제로웨이스트샵 #제로웨이스트 #리필스테이션 #잠실 #송파,서울 송파구 가락로16길 2-7 2층 202호 지미프로젝트,37.5007864,127.1081385,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211114_47%2F1636890582989w3Auf_JPEG%2FA0058BD8-AB63-4A69-BB01-7DED98894535.jpeg
